icao,iata,name,city,country,lat,lng,alt
NZOH,,RNZAF Base Ohakea,Ohakea,New Zealand,-40.2060012817,175.3880004883,164
NZOU,OAM,Oamaru Airport,Oamaru,New Zealand,-44.9700012207,171.0820007324,99
NZPM,PMR,Palmerston North Airport,Palmerston North,New Zealand,-40.3205986023,175.6170043945,151
NZPP,PPQ,Paraparaumu Airport,Paraparaumu,New Zealand,-40.9047012329,174.9889984131,22
NZQN,ZQN,Queenstown International Airport,Queenstown International,New Zealand,-45.0210990906,168.738998413,1171
NZRO,ROT,Rotorua Regional Airport,Rotorua,New Zealand,-38.1091995239,176.3170013428,935
NZRU,,Waiouru Airport,Waiouru,New Zealand,-39.4463996887,175.6580047607,2686
NZSP,,South Pole Station Airport,Stephen's Island,Antarctica,-90,0,9300
NZTG,TRG,Tauranga Airport,Tauranga,New Zealand,-37.6719017029,176.1959991455,13
NZTU,TIU,Timaru Airport,Timaru,New Zealand,-44.3027992249,171.2250061035,89
NZUK,,Pukaki Airport,Pukaki,New Zealand,-44.2350006104,170.117996216,1575
NZWB,BHE,Woodbourne Airport,Woodbourne,New Zealand,-41.5182991028,173.8699951172,109
NZWD,,Williams Field,Weydon,Antarctica,-77.867401123,167.0570068359,68
NZWF,WKA,Wanaka Airport,Wanaka,New Zealand,-44.7221984863,169.2460021973,1142
NZWG,,Wigram Airport,Wigram,New Zealand,-43.5511016846,172.552993774,74
NZWK,WHK,Whakatane Airport,Whakatane,New Zealand,-37.9206008911,176.9140014648,20
NZWN,WLG,Wellington International Airport,Wellington,New Zealand,-41.3272018433,174.804992676,41
NZWO,,Wairoa Airport,Wairoa,New Zealand,-39.0069007874,177.4069976807,42
NZWP,,RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,-36.7877998352,174.6300048828,100
NZWR,WRE,Whangarei Airport,Whangarei,New Zealand,-35.7682991028,174.3650054932,133
NZWS,WSZ,Westport Airport,Westport,New Zealand,-41.7380981445,171.5809936523,13
NZWU,WAG,Wanganui Airport,Wanganui,New Zealand,-39.9622001648,175.0249938965,27
OAHR,HEA,Herat Airport,Herat,Afghanistan,34.2099990845,62.2282981873,3206
OAJL,JAA,Jalalabad Airport,Jalalabad,Afghanistan,34.3997993469,70.4985961914,1814
OAKB,KBL,Kabul International Airport,Kabul,Afghanistan,34.5658988953,69.2123031616,5877
OAKN,KDH,Kandahar Airport,Kandahar,Afghanistan,31.5058002472,65.8478012085,3337
OAMN,MMZ,Maimana Airport,Maimama,Afghanistan,35.9308013916,64.7609024048,2743
OAMS,MZR,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,36.7069015503,67.2097015381,1284
OASD,,Shindand Airport,Shindand,Afghanistan,33.3913002014,62.2610015869,3773
OASG,,Sheberghan Airport,Sheberghan,Afghanistan,36.7508010864,65.9132003784,1053
OAUZ,UND,Konduz Airport,Kunduz,Afghanistan,36.6651000977,68.9107971191,1457
OBBI,BAH,Bahrain International Airport,Bahrain,Bahrain,26.2707996368,50.6335983276,6
OBBS,,Sheik Isa Air Base,Bahrain,Bahrain,25.9183998108,50.5905990601,136
OEAB,AHB,Abha Regional Airport,Abha,Saudi Arabia,18.2404003143,42.6566009521,6858
OEAH,HOF,Al Ahsa Airport,Al-ahsa,Saudi Arabia,25.2852993011,49.4851989746,588
OEBA,ABT,Al Baha Airport,El-baha,Saudi Arabia,20.2961006165,41.6343002319,5486
OEBH,BHH,Bisha Airport,Bisha,Saudi Arabia,19.9843997955,42.6208992004,3887
OEBQ,,Abqaiq Airport,Abqaiq,Saudi Arabia,25.9113006592,49.5912017822,229
OEDF,DMM,King Fahd International Airport,Dammam,Saudi Arabia,26.471200943,49.7979011536,72
OEDR,DHA,King Abdulaziz Air Base,Dhahran,Saudi Arabia,26.2653999329,50.1520004272,84
OEGN,GIZ,Jizan Regional Airport,Gizan,Saudi Arabia,16.9011001587,42.5858001709,20
OEGS,ELQ,Gassim Airport,Gassim,Saudi Arabia,26.3027992249,43.7743988037,2126
OEGT,URY,Gurayat Domestic Airport,Guriat,Saudi Arabia,31.412413,37.278898,1672
OEHL,HAS,Ha'il Airport,Hail,Saudi Arabia,27.437901,41.686298,3331
OEJB,,Jubail Airport,Jubail,Saudi Arabia,27.0389995575,49.4051017761,26
OEJF,,King Faisal Naval Base,Jeddah,Saudi Arabia,21.3481006622,39.1730003357,7
OEJN,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502,48
OEKK,HBT,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,27.9009,45.528198,1352
OEMA,MED,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,24.5534000397,39.7051010132,2151
OENG,EAM,Nejran Airport,Nejran,Saudi Arabia,17.6114006042,44.4192008972,3982
OEPA,AQI,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,28.335199,46.125099,1174
OEPC,,Pump Station 3 Airport,Petroline 3,Saudi Arabia,25.1744995117,47.4883995056,1740
OEPF,,Pump Station 6 Airport,Petroline 6,Saudi Arabia,24.7103004456,44.9645004272,2530
OEPJ,,Pump Station 10 Airport,Petroline 10,Saudi Arabia,24.1072998047,41.0359992981,2840
OERB,,Rabigh Airport,Rabigh,Saudi Arabia,22.7026004791,39.0698013306,22
OERF,RAH,Rafha Domestic Airport,Rafha,Saudi Arabia,29.6263999939,43.4906005859,1474
OERK,RUH,King Khaled International Airport,Riyadh,Saudi Arabia,24.9575996399,46.6987991333,2049
OERM,,Ras Mishab Airport,Rash Mishab,Saudi Arabia,28.0795993805,48.611000061,13
OERR,RAE,Arar Domestic Airport,Arar,Saudi Arabia,30.9066009521,41.1381988525,1813
OERT,,Ras Tanura Airport,Ras Tanura,Saudi Arabia,26.7231006622,50.0307998657,6
OESH,SHW,Sharurah Airport,Sharurah,Saudi Arabia,17.4668998718,47.1213989258,2363
OESL,SLF,Sulayel Airport,Sulayel,Saudi Arabia,20.4647006989,45.6195983887,2021
OETB,TUU,Tabuk Airport,Tabuk,Saudi Arabia,28.3654,36.6189,2551
OETF,TIF,Ta’if Regional Airport,Taif,Saudi Arabia,21.483001,40.543442,4848
OETH,,Thumamah Airport,Thumamah,Saudi Arabia,25.2129993439,46.6409988403,1870
OETN,,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,27.8677997589,48.7691001892,30
OETR,TUI,Turaif Domestic Airport,Turaif,Saudi Arabia,31.692188,38.731544,2803
OEWJ,EJH,Al Wajh Domestic Airport,Wejh,Saudi Arabia,26.198600769,36.476398468,66
OEYN,YNB,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,24.144199,38.0634,26
OIAA,ABD,Abadan Airport,Abadan,Iran,30.371099472,48.2282981873,10
OIAD,,Dezful Airport,Dezful,Iran,32.434399,48.397598,474
OIAG,,Aghajari Airport,Aghajari,Iran,30.7444,49.6772,88
OIAH,,Gachsaran Airport,Gachsaran,Iran,30.337600708,50.827999115,2414
OIAI,QMJ,Shahid Asyaee Airport,Masjed Soleiman,Iran,32.0023994446,49.270401001,1206
OIAJ,,Omidiyeh Airport,Omidyeh,Iran,30.8351993561,49.5349006653,85
OIAM,MRX,Mahshahr Airport,Bandar Mahshahr,Iran,30.5562000275,49.1519012451,8
OIAW,AWZ,Ahwaz Airport,Ahwaz,Iran,31.3374004364,48.7620010376,66
OIBA,,Abumusa Island Airport,Abumusa I.,Iran,25.8756999969,55.033000946,23
OIBB,BUZ,Bushehr Airport,Bushehr,Iran,28.9447994232,50.8345985413,68
OIBH,,Bastak Airport,Bastak,Iran,27.2126998901,54.3185997009,1350
OIBI,,Asaloyeh Airport,Golbandi,Iran,27.4814,52.615501,15
OIBK,KIH,Kish International Airport,Kish Island,Iran,26.5261993408,53.9802017212,101
OIBL,BDH,Bandar Lengeh Airport,Bandar Lengeh,Iran,26.531999588,54.824798584,67
OIBQ,,Khark Island Airport,Khark Island,Iran,29.2602996826,50.3238983154,17
OIBS,,Sirri Island Airport,Siri Island,Iran,25.9088993073,54.5393981934,43
OIBV,,Lavan Island Airport,Lavan Island,Iran,26.810300827,53.356300354,76
OICC,KSH,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,34.3459014893,47.1581001282,4307
OICS,SDG,Sanandaj Airport,Sanandaj,Iran,35.2458992004,47.0092010498,4522
OIFE,,Hesa Airport,Daran,Iran,32.9289016724,51.5611000061,5256
OIFH,,Shahid Vatan Pour Air Base,Esfahan,Iran,32.5670013428,51.6916007996,5310
OIFK,,Kashan Airport,Kashan,Iran,33.8953018188,51.5769996643,3465
OIFM,IFN,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,32.7508010864,51.8613014221,5059
OIFP,,Badr Air Base,Sepah,Iran,32.6211013794,51.6969985962,5242
OIGG,RAS,Sardar-e-Jangal Airport,Rasht,Iran,37.323333,49.617778,-40
OIHR,,Arak Airport,Arak,Iran,34.1380996704,49.8473014832,5440
OIIA,,Ghazvin Azadi Airport,Abe-ali,Iran,35.9520988464,50.4508018494,3769
OIIC,,Kushke Nosrat Airport,Kushke Nosrat,Iran,34.9840011597,50.8061981201,3008
OIID,,Doshan Tappeh Air Base,Teheran,Iran,35.702999115,51.4751014709,4046
OIIG,,Ghale Morghi Airport,Teheran,Iran,35.6447982788,51.3806991577,3627
OIII,THR,Mehrabad International Airport,Teheran,Iran,35.689201355,51.3134002686,3962
OIIK,,Qazvin Airport,Ghazvin,Iran,36.240101,50.0471,4184
OIIM,,Naja Airport,Khoram Dareh,Iran,35.7762985229,50.8810005188,4040
OIKB,BND,Bandar Abbas International Airport,Bandar Abbas,Iran,27.2182998657,56.3777999878,22
OIKJ,,Jiroft Airport,Jiroft,Iran,28.7269001007,57.67029953,2663
OIKK,KER,Kerman Airport,Kerman,Iran,30.2744007111,56.9510993958,5741
OIKP,,Havadarya Airport,Bandar Abbas,Iran,27.1583003998,56.1725006104,19
OIKQ,,Dayrestan Airport,Gheshm I.,Iran,26.7546005249,55.9024009705,45
OIKY,,Sirjan Airport,Sirjan,Iran,29.5508995056,55.6726989746,5846
OIMB,XBJ,Birjand Airport,Birjand,Iran,32.8981018066,59.2661018372,4952
OIMC,,Sarakhs Airport,Sarakhs,Iran,36.5012016296,61.0648994446,945
OIMJ,,Shahroud Airport,Emam Shahr,Iran,36.4253005981,55.1041984558,4215
OIMT,,Tabas Airport,Tabas,Iran,33.6678009033,56.8927001953,2312
OINE,,Kalaleh Airport,Kalaleh,Iran,37.3833007812,55.4519996643,425
OINR,RZR,Ramsar Airport,Ramsar,Iran,36.9099006653,50.679599762,-70
OISF,,Fasa Airport,Fasa,Iran,28.8917999268,53.7233009338,4261
OISJ,,Jahrom Airport,Jahrom,Iran,28.5867004395,53.5791015625,3358
OISR,,Lamerd Airport,Lamerd,Iran,27.3726997375,53.1888008118,1337
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,29.5391998291,52.5898017883,4920
OITK,,Khoy Airport,Khoy,Iran,38.4275016785,44.9735984802,3981
OITT,TBZ,Tabriz International Airport,Tabriz,Iran,38.1338996887,46.2350006104,4459
OITZ,,Zanjan Airport,Zanjan,Iran,36.7737007141,48.3594017029,5382
OIYY,AZD,Shahid Sadooghi Airport,Yazd,Iran,31.9048995972,54.2765007019,4054
OIZB,ACZ,Zabol Airport,Zabol,Iran,31.0983009338,61.5438995361,1628
OIZC,ZBR,Konarak Airport,Chah Bahar,Iran,25.4433002472,60.3820991516,43
OIZH,ZAH,Zahedan International Airport,Zahedan,Iran,29.4757003784,60.9062004089,4564
OIZI,,Iran Shahr Airport,Iran Shahr,Iran,27.2360992432,60.7200012207,2040
OIZS,,Saravan Airport,Saravan,Iran,27.4193000793,62.3157997131,3930
OJAI,AMM,Queen Alia International Airport,Amman,Jordan,31.7226009369,35.9931983948,2395
OJAM,ADJ,Amman-Marka International Airport,Amman,Jordan,31.972700119,35.9916000366,2555
OJAQ,AQJ,Aqaba King Hussein International Airport,Aqaba,Jordan,29.6116008759,35.0181007385,175
OJHF,,Prince Hassan Air Base,Hotel Four,Jordan,32.160702,37.149399,2220
OJJR,,Jerusalem Airport,Jerusalem,West Bank,31.8647003174,35.2192001343,2485
OJMF,OMF,King Hussein Air College,Mafraq,Jordan,32.3564,36.259201,2240
OKBK,KWI,Kuwait International Airport,Kuwait,Kuwait,29.226600647,47.9688987732,206
OLBA,BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.8208999634,35.4883995056,87
OLKA,,Rene Mouawad Air Base,Kleiat,Lebanon,34.5892982483,36.0112991333,75
OMAA,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.4330005646,54.6511001587,88
OMAD,AZI,Bateen Airport,Abu Dhabi,United Arab Emirates,24.4283008575,54.4580993652,16
OMAH,,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,24.0739994049,52.4636001587,50
OMAJ,,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,24.1874008179,52.6139984131,43
OMAM,,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,24.2481994629,54.5476989746,77
OMAR,,Arzanah Airport,Arzana,United Arab Emirates,24.780500412,52.5598983765,15
OMAS,,Das Island Airport,Das Island,United Arab Emirates,25.1462001801,52.8736991882,12
OMAZ,,Zirku Airport,Zirku,United Arab Emirates,24.8624916077,53.0771408081,14
OMDB,DXB,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,62
OMFJ,FJR,Fujairah International Airport,Fujeirah,United Arab Emirates,25.1121997833,56.3240013123,152
OMRK,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,25.6135005951,55.9388008118,102
OMSJ,SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,25.3285999298,55.51720047,111
OOKB,KHS,Khasab Air Base,Khasab,Oman,26.170999527,56.2406005859,100
OOMA,MSH,Masirah Air Base,Masirah,Oman,20.6753997803,58.890499115,64
OOMS,MCT,Muscat International Airport,Muscat,Oman,23.5932998657,58.2844009399,48
OOSA,SLL,Salalah Airport,Salalah,Oman,17.0387001038,54.0913009644,73
OOTH,TTH,Thumrait Air Base,Thumrait,Oman,17.6660003662,54.0246009827,1570
OPBG,,Bhagatanwala Airport,Bhagtanwala,Pakistan,32.056098938,72.9484024048,600
OPFA,LYP,Faisalabad International Airport,Faisalabad,Pakistan,31.3649997711,72.9947967529,591
OPGD,GWD,Gwadar International Airport,Gwadar,Pakistan,25.2332992554,62.329498291,36
OPGT,GIL,Gilgit Airport,Gilgit,Pakistan,35.918800354,74.3336029053,4796
OPJA,,Shahbaz Air Base,Jacobsbad,Pakistan,28.2842006683,68.4496994019,185
OPKC,KHI,Jinnah International Airport,Karachi,Pakistan,24.9065,67.160797,100
OPLA,LHE,Alama Iqbal International Airport,Lahore,Pakistan,31.5216007233,74.4036026001,712
OPLH,,Walton Airport,Lahore,Pakistan,31.4948005676,74.3461990356,679
OPMA,,Mangla Airport,Mangla,Pakistan,33.0500984192,73.6383972168,902
OPMF,MFG,Muzaffarabad Airport,Muzaffarabad,Pakistan,34.3390007019,73.5085983276,2691
OPMI,,Mianwali Air Base,Mianwali,Pakistan,32.5630989075,71.5707015991,690
OPMJ,MJD,Moenjodaro Airport,Moenjodaro,Pakistan,27.3351993561,68.1430969238,154
OPMR,,Masroor Air Base,Karachi,Pakistan,24.8936004639,66.9387969971,35
OPMT,MUX,Multan International Airport,Multan,Pakistan,30.2031993866,71.4190979004,403
OPNH,WNS,Shaheed Benazirabad Airport,Nawabshah,Pakistan,26.2194,68.390099,95
OPOK,,Okara Cantonment Airstrip,Okara,Pakistan,30.7409992218,73.3576965332,568
OPPG,PJG,Panjgur Airport,Panjgur,Pakistan,26.9545001984,64.1324996948,3289
OPPI,PSI,Pasni Airport,Pasni,Pakistan,25.2905006409,63.3451004028,33
OPPS,PEW,Peshawar International Airport,Peshawar,Pakistan,33.9939002991,71.5146026611,1158
OPQS,,Qasim Airport,Qasim,Pakistan,33.5601997375,73.033203125,1581
OPQT,UET,Quetta International Airport,Quetta,Pakistan,30.2513999939,66.9377975464,5267
OPRK,RYK,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,28.3838996887,70.2796020508,271
OPRN,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,33.6166992188,73.0991973877,1668
OPRS,,Risalpur Air Base,Risalpur,Pakistan,34.0811004639,71.9726028442,1050
OPRT,RAZ,Rawalakot Airport,Rawala Kot,Pakistan,33.8497009277,73.7981033325,5479
OPSK,SKZ,Sukkur Airport,Sukkur,Pakistan,27.7220001221,68.7917022705,196
OPSS,SDT,Saidu Sharif Airport,Saidu Sharif,Pakistan,34.8135986328,72.3527984619,3183
OPSU,SUL,Sui Airport,Sui,Pakistan,28.6450996399,69.176902771,763
OPTH,BDN,Talhar Airport,Talhar,Pakistan,24.8414993286,68.8384017944,28
OPWN,,Wana Airport,Wana,Pakistan,32.3046989441,69.5703964233,4550
OPZB,PZH,Zhob Airport,Zhob,Pakistan,31.3584003448,69.4636001587,4728
ORMM,BSR,Basrah International Airport,Basrah,Iraq,30.5491008759,47.6621017456,11
OSAP,ALP,Aleppo International Airport,Aleppo,Syria,36.1806983948,37.2243995667,1276
OSDI,DAM,Damascus International Airport,Damascus,Syria,33.4114990234,36.5155982971,2020
OSDZ,DEZ,Deir ez-Zor Airport,Deire Zor,Syria,35.2854003906,40.1759986877,700
OSLK,LTK,Bassel Al-Assad International Airport,Latakia,Syria,35.4011001587,35.9486999512,157
OSPR,PMS,Palmyra Airport,Palmyra,Syria,34.5574,38.316898,1322
OTBD,,Doha International Airport,Doha,Qatar,25.261100769,51.5651016235,35
PCIS,CIS,Canton Island Airport,Canton Island,Kiribati,-2.7681200504,-171.710006714,9
PGRO,ROP,Rota International Airport,Rota,Northern Mariana Islands,14.1743001938,145.2429962158,607
PGSN,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,15.1190004349,145.729003906,215
PGUA,UAM,Andersen Air Force Base,Andersen,Guam,13.584,144.929993,627
PGUM,GUM,Antonio B. Won Pat International Airport,Agana,Guam,13.4834003448,144.796005249,298
PGWT,TIQ,Tinian International Airport,West Tinian,Northern Mariana Islands,14.9991998672,145.6190032959,271
PKMJ,MAJ,Marshall Islands International Airport,Majuro,Marshall Islands,7.0647602081,171.2720031738,6
PKRO,,Dyess Army Air Field,Kwajalein,Marshall Islands,9.3968896866,167.470993042,9
PKWA,KWA,Bucholz Army Air Field,Kwajalein,Marshall Islands,8.72012043,167.7319946289,9
PLCH,CXI,Cassidy International Airport,Kiritimati,Kiribati,1.9861600399,-157.3500061035,5
PMDY,MDY,Henderson Field,Midway,Midway Islands,28.2017002106,-177.3809967041,13
PTKK,TKK,Chuuk International Airport,Chuuk,Micronesia,7.4618701935,151.8430023193,11
PTPN,PNI,Pohnpei International Airport,Pohnpei,Micronesia,6.9850997925,158.2089996338,10
PTRO,ROR,Babelthuap Airport,Babelthuap,Palau,7.367650032,134.5440063477,176
PTSA,KSA,Kosrae International Airport,Kosrae,Micronesia,5.35698,162.957993,11
PTYA,YAP,Yap International Airport,Yap,Micronesia,9.49891,138.082993,91
RCBS,KNH,Kinmen Airport,Kinmen,Taiwan,24.4279003143,118.3590011597,93
RCDC,,Pingtung South Airport,Pingtung,Taiwan,22.6723995209,120.4619979858,78
RCDI,,Longtan Air Base,Longtang,Taiwan,24.8551006317,121.2379989624,790
RCFN,TTT,Taitung Airport,Fengnin,Taiwan,22.7549991608,121.1019973755,143
RCGI,GNI,Lyudao Airport,Green Island,Taiwan,22.6739006042,121.466003418,28
RCKH,KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,22.5771007538,120.3499984741,31
RCKU,CYI,Chiayi Airport,Chiayi,Taiwan,23.4617996216,120.3929977417,85
RCLY,KYD,Lanyu Airport,Lanyu,Taiwan,22.0270004272,121.5350036621,44
RCMQ,RMQ,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,24.2646999359,120.6210021973,663
RCNN,TNN,Tainan Airport,Tainan,Taiwan,22.9503993988,120.2060012817,63
RCPO,,Hsinchu Air Base,Hsinchu,Taiwan,24.8180007935,120.939002991,26
RCQC,MZG,Makung Airport,Makung,Taiwan,23.5687007904,119.6279983521,103
RCQS,,Chihhang Air Base,Taitung,Taiwan,22.7931003571,121.1819992065,121
RCSQ,PIF,Pingtung North Airport,Pingtung,Taiwan,22.7001991272,120.4820022583,97
RCSS,TSA,Taipei Songshan Airport,Taipei,Taiwan,25.0694007874,121.5520019531,18
RCTP,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002,106
RCWA,WOT,Wang-an Airport,Wang An,Taiwan,23.3673725128,119.5027770996,115
RCYU,HUN,Hualien Airport,Hualien,Taiwan,24.0230998993,121.6179962158,52
RJAA,NRT,Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587,141
RJAF,MMJ,Matsumoto Airport,Matsumoto,Japan,36.1668014526,137.9230041504,2182
RJAH,IBR,Hyakuri Airport,Ibaraki,Japan,36.181098938,140.414993286,105
RJAM,,Minami Torishima Airport,Minami Tori Shima,Japan,24.2896995544,153.979003906,22
RJAW,IWO,Iwo Jima Airport,Iwojima,Japan,24.7840003967,141.3229980469,384
RJBD,SHM,Nanki Shirahama Airport,Nanki-shirahama,Japan,33.6622009277,135.363998413,298
RJBK,,Kohnan Airport,Kohnan,Japan,34.590801239,133.9329986572,3
RJCB,OBO,Tokachi-Obihiro Airport,Obihiro,Japan,42.7332992554,143.216995239,505
RJCC,CTS,New Chitose Airport,Sapporo,Japan,42.7751998901,141.6920013428,82
RJCH,HKD,Hakodate Airport,Hakodate,Japan,41.7700004578,140.822006226,151
RJCJ,SPK,Chitose Air Base,Chitose,Japan,42.7944984436,141.666000366,87
RJCM,MMB,Memanbetsu Airport,Memanbetsu,Japan,43.8805999756,144.164001465,135
RJCN,SHB,Nakashibetsu Airport,Nakashibetsu,Japan,43.5774993896,144.960006714,234
RJCT,,Tokachi Airport,Tokachi,Japan,42.890499115,143.1580047607,281
RJCW,WKJ,Wakkanai Airport,Wakkanai,Japan,45.4042015076,141.800994873,30
RJDB,IKI,Iki Airport,Iki,Japan,33.7490005493,129.785003662,41
RJDC,UBJ,Yamaguchi Ube Airport,Yamaguchi,Japan,33.9300003052,131.279006958,23
RJDT,TSJ,Tsushima Airport,Tsushima,Japan,34.2849006653,129.330993652,213
RJEB,MBE,Monbetsu Airport,Monbetsu,Japan,44.3039016724,143.404006958,80
RJEC,AKJ,Asahikawa Airport,Asahikawa,Japan,43.6707992554,142.4470062256,721
RJEO,OIR,Okushiri Airport,Okushiri,Japan,42.0717010498,139.432998657,161
RJER,RIS,Rishiri Airport,Rishiri Island,Japan,45.2420005798,141.186004639,112
RJFA,,Ashiya Airport,Ashiya,Japan,33.8830986023,130.6529998779,98
RJFC,KUM,Yakushima Airport,Yakushima,Japan,30.3855991364,130.658996582,124
RJFE,FUJ,Fukue Airport,Fukue,Japan,32.6663017273,128.8329925537,273
RJFF,FUK,Fukuoka Airport,Fukuoka,Japan,33.585899353,130.4510040283,32
RJFG,TNE,New Tanegashima Airport,Tanegashima,Japan,30.6051006317,130.990997314,768
RJFK,KOJ,Kagoshima Airport,Kagoshima,Japan,31.8034000397,130.7189941406,906
RJFM,KMI,Miyazaki Airport,Miyazaki,Japan,31.877199173,131.449005127,20
RJFN,,Nyutabaru Airport,Nyutabaru,Japan,32.0835990906,131.4510040283,259
RJFO,OIT,Oita Airport,Oita,Japan,33.4794006348,131.736999512,19
RJFR,KKJ,Kitakyūshū Airport,Kitakyushu,Japan,33.8459014893,131.035003662,21
RJFT,KMJ,Kumamoto Airport,Kumamoto,Japan,32.8372993469,130.8549957275,642
RJFU,NGS,Nagasaki Airport,Nagasaki,Japan,32.9169006348,129.914001465,15
RJFY,,Kanoya Airport,Kanoya,Japan,31.3675994873,130.8450012207,214
RJFZ,,Tsuiki Air Field,Tsuiki,Japan,33.6850013733,131.039993286,55
RJKA,ASJ,Amami Airport,Amami,Japan,28.4305992126,129.7129974365,27
RJKB,,Okierabu Airport,Okierabu,Japan,27.4255008698,128.701004028,101
RJKN,TKN,Tokunoshima Airport,Tokunoshima,Japan,27.8363990784,128.8809967041,17
RJNF,,Fukui Airport,Fukui,Japan,36.1427993774,136.223999023,19
RJNG,,Gifu Airport,Gifu,Japan,35.3941001892,136.8699951172,128
RJNH,,Hamamatsu Airport,Hamamatsu,Japan,34.7501983643,137.7030029297,150
RJNK,KMQ,Komatsu Airport,Kanazawa,Japan,36.3945999146,136.4069976807,36
RJNO,OKI,Oki Airport,Oki Island,Japan,36.181098938,133.3249969482,311
RJNT,TOY,Toyama Airport,Toyama,Japan,36.6483001709,137.18800354,95
RJNY,,Shizuhama Airport,Yaizu,Japan,34.8128013611,138.2980041504,23
RJOA,HIJ,Hiroshima Airport,Hiroshima,Japan,34.4361000061,132.919006348,1088
RJOB,OKJ,Okayama Airport,Okayama,Japan,34.7569007874,133.854995728,806
RJOC,IZO,Izumo Airport,Izumo,Japan,35.4136009216,132.88999939,15
RJOF,,Hofu Airport,Hofu,Japan,34.0346984863,131.5489959717,7
RJOH,YGJ,Miho Yonago Airport,Miho,Japan,35.4921989441,133.2359924316,20
RJOK,KCZ,Kōchi Ryōma Airport,Kochi,Japan,33.5461006165,133.669006348,42
RJOM,MYJ,Matsuyama Airport,Matsuyama,Japan,33.8272018433,132.6999969482,25
